-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2019 through 01/01/2021 
Location: Latitude  45.3859   Longitude -75.7107 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 123.92 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) 
ALLSKY_SFC_LW_DWN     CERES SYN1deg All Sky Surface Longwave Downward Irradiance (W/m^2) 
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) 
WS2M                  MERRA-2 Wind Speed at 2 Meters (m/s) 
WS2M_MAX              MERRA-2 Wind Speed at 2 Meters Maximum (m/s) 
WS2M_MIN              MERRA-2 Wind Speed at 2 Meters Minimum (m/s) 
WS2M_RANGE            MERRA-2 Wind Speed at 2 Meters Range (m/s) 
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_MAX             MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS10M_MIN             MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
WS10M_RANGE           MERRA-2 Wind Speed at 10 Meters Range (m/s) 
GWETTOP               MERRA-2 Surface Soil Wetness (1) 
GWETROOT              MERRA-2 Root Zone Soil Wetness (1) 
GWETPROF              MERRA-2 Profile Soil Moisture (1) 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) 
CLRSKY_SFC_SW_DWN     CERES SYN1deg Clear Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) 
TOA_SW_DWN            CERES SYN1deg Top-Of-Atmosphere Shortwave Downward Irradiance (MJ/m^2/day) 
-END HEADER-
YEAR,DOY,T2M,T2M_MAX,T2M_MIN,ALLSKY_SFC_LW_DWN,PRECTOTCORR,WS2M,WS2M_MAX,WS2M_MIN,WS2M_RANGE,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,GWETTOP,GWETROOT,GWETPROF,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,TOA_SW_DWN
2020,89,4.75,7.84,0.3,321.61,18.13,1.28,1.99,0.52,1.47,3.92,6.12,1.88,4.23,0.9,0.85,0.9,3.77,19.76,29.05
2020,90,5.81,9.95,2.97,326.24,6.51,0.74,1.02,0.25,0.77,2.34,3.04,0.92,2.12,0.88,0.87,0.91,7.75,20.49,29.32
2020,91,2.83,8.48,-2.64,263.48,0.85,1.15,1.48,0.73,0.76,3.47,4.37,2.45,1.92,0.87,0.87,0.91,19.07,21.8,29.59
2020,92,1.5,7.16,-3.56,275.39,0.03,0.77,1.0,0.55,0.45,2.44,3.0,1.88,1.12,0.86,0.86,0.91,14.41,22.34,29.85
2020,93,2.75,7.4,-2.16,274.67,0.57,1.19,1.59,0.63,0.95,3.72,4.95,2.11,2.85,0.86,0.86,0.91,16.25,22.51,30.12
2020,94,4.51,7.9,2.19,310.8,2.54,1.05,1.28,0.65,0.63,3.38,4.06,2.3,1.77,0.87,0.86,0.91,8.68,21.6,30.38
2020,95,7.42,15.64,-0.26,290.61,0.07,0.45,0.85,0.08,0.77,1.47,2.28,0.23,2.04,0.86,0.85,0.91,19.27,22.25,30.64
2020,96,5.73,10.72,-2.06,302.93,0.65,0.64,0.91,0.41,0.48,2.3,3.05,1.51,1.54,0.86,0.85,0.91,6.58,21.79,30.9
2020,97,4.15,11.98,-3.95,240.57,0.01,0.77,1.13,0.43,0.7,2.62,3.87,1.56,2.3,0.86,0.85,0.9,22.3,23.18,31.16
2020,98,4.72,11.51,-1.59,248.98,0.0,0.73,1.05,0.41,0.66,2.48,3.49,1.55,1.94,0.85,0.85,0.9,22.08,23.3,31.41
2020,99,5.26,11.51,-1.98,295.83,0.05,0.48,0.73,0.27,0.46,1.59,2.29,0.81,1.48,0.85,0.84,0.9,12.27,22.68,31.66
2020,100,3.9,7.48,0.91,307.62,8.87,0.83,1.46,0.27,1.19,2.86,5.08,0.91,4.16,0.88,0.85,0.9,4.74,22.07,31.92
2020,101,2.62,6.15,-1.1,297.53,1.79,1.25,1.59,0.95,0.65,4.41,5.66,3.38,2.28,0.87,0.85,0.9,11.0,24.23,32.16
2020,102,0.58,5.37,-3.34,264.73,0.14,0.87,1.21,0.48,0.73,3.16,4.34,2.05,2.28,0.86,0.85,0.9,18.81,24.75,32.41
2020,103,5.48,13.33,-2.81,302.91,0.05,0.64,0.88,0.34,0.55,2.55,3.61,1.7,1.91,0.86,0.85,0.9,12.91,22.97,32.65
2020,104,9.48,15.49,2.08,330.02,19.72,1.16,2.09,0.6,1.48,4.61,8.09,2.65,5.45,0.91,0.86,0.91,3.61,23.09,32.9
2020,105,2.84,6.22,0.21,271.91,1.4,1.12,1.56,0.77,0.8,4.22,5.91,2.87,3.05,0.87,0.87,0.91,18.81,25.75,33.14
2020,106,-0.16,2.99,-3.85,262.2,0.22,0.8,1.11,0.43,0.68,3.07,4.21,1.57,2.64,0.87,0.86,0.91,18.02,25.33,33.37
2020,107,-0.3,3.79,-4.33,247.19,0.12,0.72,1.09,0.41,0.68,2.8,4.31,1.65,2.66,0.86,0.86,0.91,19.71,25.92,33.61
2020,108,0.42,5.14,-3.98,261.84,0.09,0.61,0.88,0.31,0.56,2.47,3.54,1.31,2.23,0.86,0.85,0.9,17.28,25.29,33.84
2020,109,3.48,10.05,-3.17,250.8,0.0,0.47,0.77,0.17,0.59,1.92,3.18,0.66,2.52,0.85,0.85,0.9,21.19,24.99,34.07
2020,110,4.26,10.65,-1.87,303.66,5.88,0.75,0.95,0.61,0.34,3.35,4.21,2.59,1.63,0.88,0.85,0.9,6.9,24.33,34.3
2020,111,0.35,7.28,-5.98,217.83,0.13,0.38,0.85,0.09,0.77,1.52,2.6,0.34,2.25,0.86,0.85,0.9,27.49,27.49,34.53
2020,112,1.15,7.09,-3.52,284.63,4.3,0.84,1.09,0.54,0.55,3.91,5.15,2.38,2.77,0.87,0.85,0.9,11.74,25.5,34.75
2020,113,-2.32,1.69,-4.96,249.64,0.42,0.96,1.14,0.61,0.53,4.63,5.61,2.94,2.67,0.86,0.85,0.9,20.65,27.3,34.97
2020,114,0.69,6.84,-5.41,216.13,0.0,0.62,1.11,0.3,0.81,2.2,3.01,1.09,1.92,0.86,0.85,0.9,27.46,27.9,35.19
2020,115,2.18,7.4,-2.83,268.15,0.0,0.5,0.92,0.3,0.62,2.27,2.91,1.17,1.73,0.85,0.84,0.9,18.67,26.2,35.4
2020,116,5.66,13.78,-3.38,248.05,0.36,0.31,0.49,0.16,0.34,1.69,2.53,0.77,1.77,0.85,0.84,0.9,26.79,27.49,35.61
2020,117,5.83,10.54,0.68,300.14,0.1,0.52,0.67,0.41,0.26,2.95,3.82,2.15,1.67,0.85,0.84,0.89,10.68,24.79,35.82
2020,118,5.9,10.93,1.82,289.3,0.14,0.41,0.7,0.19,0.52,2.1,2.93,0.88,2.05,0.85,0.84,0.89,17.97,26.37,36.03
2020,119,7.1,14.53,-0.67,255.41,0.0,0.36,0.92,0.13,0.8,1.58,2.52,0.4,2.12,0.84,0.84,0.89,26.61,27.43,36.23
2020,120,7.63,13.05,-0.92,301.89,0.52,0.5,0.59,0.34,0.26,3.2,3.79,1.88,1.91,0.84,0.84,0.89,17.08,25.72,36.43
2020,121,10.79,12.55,8.14,335.48,17.23,0.57,0.7,0.38,0.33,4.05,5.21,2.84,2.38,0.89,0.84,0.89,7.38,25.34,36.63
2020,122,11.13,15.89,3.68,321.57,3.38,0.37,0.53,0.21,0.32,2.61,4.23,1.25,2.98,0.88,0.86,0.9,14.93,26.14,36.84
2020,123,10.82,17.94,3.23,305.76,0.93,0.33,0.9,0.12,0.77,1.63,2.66,0.59,2.08,0.85,0.85,0.9,22.53,26.4,37.03
2020,124,12.4,19.39,6.58,330.0,1.19,0.34,0.5,0.18,0.32,2.77,4.12,1.17,2.95,0.85,0.84,0.89,21.26,27.09,37.22
2020,125,5.93,10.05,-0.27,306.32,0.03,0.48,0.57,0.36,0.2,3.56,4.35,2.57,1.78,0.84,0.84,0.89,13.72,27.79,37.4
2020,126,3.8,11.27,-3.0,256.2,0.01,0.36,0.77,0.25,0.52,2.43,3.35,1.45,1.9,0.84,0.84,0.89,25.49,29.28,37.58
2020,127,6.48,12.52,-0.24,264.51,0.02,0.37,1.2,0.14,1.07,1.69,2.51,1.17,1.33,0.84,0.84,0.89,23.72,28.27,37.76
2020,128,5.22,13.29,-2.55,282.07,0.25,0.34,0.54,0.12,0.42,2.58,4.59,1.02,3.58,0.84,0.84,0.88,21.67,28.52,37.93
2020,129,0.63,4.76,-3.62,290.71,0.23,0.32,0.64,0.1,0.54,2.25,3.4,0.88,2.52,0.84,0.83,0.88,16.19,28.67,38.1
2020,130,-0.02,4.28,-4.27,270.93,0.09,0.38,0.47,0.27,0.2,3.16,4.2,2.32,1.88,0.84,0.83,0.88,19.86,29.07,38.27
2020,131,3.9,9.28,-1.38,293.07,0.01,0.36,0.44,0.27,0.17,3.02,4.02,1.86,2.17,0.84,0.83,0.88,19.31,28.99,38.43
2020,132,3.42,9.15,-3.49,277.75,0.03,0.3,0.37,0.22,0.16,2.38,3.14,1.73,1.41,0.84,0.83,0.88,21.08,28.24,38.59
2020,133,2.44,8.04,-4.38,248.53,0.03,0.28,0.37,0.14,0.23,2.21,2.83,1.31,1.52,0.84,0.83,0.88,24.21,29.33,38.75
2020,134,5.13,12.94,-2.98,237.88,0.1,0.3,0.35,0.21,0.15,2.39,3.19,1.74,1.44,0.84,0.82,0.88,29.48,29.43,38.9
2020,135,8.66,15.56,-1.33,289.54,0.17,0.4,0.97,0.08,0.89,1.67,2.23,0.68,1.55,0.83,0.82,0.88,24.05,29.25,39.05
2020,136,9.82,13.79,5.37,349.36,14.28,0.21,0.63,0.08,0.55,1.42,2.3,0.77,1.52,0.88,0.83,0.88,6.2,26.86,39.2
2020,137,11.06,16.17,6.36,346.44,2.6,0.39,1.11,0.11,1.0,1.99,2.73,1.16,1.57,0.85,0.84,0.88,15.63,29.09,39.34
2020,138,12.15,18.55,4.58,308.72,0.29,0.29,0.9,0.05,0.86,1.35,2.08,0.57,1.51,0.84,0.83,0.88,24.83,27.91,39.48
2020,139,12.89,19.08,7.45,290.48,0.09,0.28,0.38,0.23,0.15,2.26,2.84,1.53,1.3,0.84,0.83,0.88,28.24,29.38,39.61
2020,140,10.38,16.22,3.84,286.51,0.01,0.34,0.38,0.26,0.12,2.69,3.35,1.94,1.41,0.83,0.82,0.88,25.05,30.05,39.75
2020,141,14.72,22.15,4.32,290.12,0.2,0.34,1.23,0.05,1.18,1.48,2.87,0.42,2.45,0.83,0.81,0.88,30.1,30.14,39.87
2020,142,14.46,22.87,4.89,293.54,0.02,0.25,0.42,0.11,0.31,1.91,2.41,0.98,1.44,0.82,0.81,0.87,29.43,30.32,39.99
2020,143,17.17,25.17,5.14,298.99,0.01,0.31,0.91,0.09,0.82,1.55,2.06,0.95,1.12,0.81,0.8,0.87,30.62,30.56,40.11
2020,144,16.28,22.45,10.03,304.98,0.0,0.34,0.87,0.24,0.62,2.41,3.16,1.53,1.62,0.81,0.8,0.86,29.36,29.42,40.23
2020,145,17.12,25.01,7.53,336.29,0.36,0.25,0.35,0.13,0.22,1.95,2.61,1.2,1.41,0.81,0.8,0.86,24.29,28.88,40.34
2020,146,19.85,25.32,15.88,394.77,1.64,0.25,0.34,0.19,0.15,2.02,2.66,1.23,1.44,0.81,0.8,0.85,8.42,26.94,40.45
2020,147,22.32,28.69,14.57,385.76,0.29,0.22,0.5,0.12,0.39,1.64,2.19,1.06,1.12,0.8,0.8,0.85,24.75,28.12,40.55
2020,148,24.35,30.64,17.21,385.34,0.13,0.2,0.34,0.09,0.24,1.63,2.12,0.89,1.23,0.8,0.79,0.84,28.0,28.95,40.65
2020,149,22.56,26.33,18.11,394.8,3.32,0.28,0.42,0.23,0.2,2.2,3.41,1.38,2.03,0.8,0.79,0.84,17.57,26.96,40.75
2020,150,21.8,26.71,16.85,397.23,10.87,0.35,0.41,0.27,0.14,2.85,3.59,2.02,1.58,0.84,0.79,0.84,18.82,28.27,40.84
2020,151,13.54,19.82,5.72,346.03,6.49,0.32,0.56,0.2,0.36,2.64,4.65,1.72,2.93,0.84,0.8,0.84,18.3,29.52,40.93
2020,152,8.01,12.62,3.8,298.3,0.96,0.27,0.31,0.23,0.09,2.14,2.77,1.39,1.38,0.82,0.8,0.84,20.04,30.45,41.01
2020,153,10.6,15.14,4.49,305.34,0.45,0.22,0.32,0.06,0.26,1.64,2.8,0.48,2.31,0.81,0.8,0.84,18.31,29.86,41.09
2020,154,13.53,19.71,8.75,358.43,1.57,0.19,0.33,0.11,0.23,1.3,1.8,0.72,1.08,0.81,0.8,0.84,11.14,28.34,41.16
2020,155,15.35,20.36,10.33,360.22,0.64,0.31,0.78,0.1,0.68,1.3,2.03,0.3,1.73,0.81,0.8,0.84,7.55,28.06,41.24
2020,156,17.79,23.09,11.08,352.69,0.28,0.37,1.0,0.16,0.84,1.84,2.58,1.01,1.57,0.8,0.79,0.84,25.83,29.64,41.3
2020,157,20.05,26.28,12.99,365.42,19.06,0.27,0.84,0.13,0.7,1.53,2.16,1.05,1.1,0.82,0.79,0.84,28.16,29.52,41.37
2020,158,17.08,22.39,12.98,358.01,10.88,0.29,0.39,0.1,0.28,2.23,3.29,0.19,3.1,0.84,0.8,0.84,22.71,29.83,41.42
2020,159,14.54,19.49,9.8,311.09,0.56,0.3,0.35,0.28,0.08,2.3,2.7,1.7,1.0,0.8,0.8,0.84,26.63,30.49,41.48
2020,160,15.9,21.35,8.59,321.54,0.08,0.3,0.77,0.15,0.63,1.62,2.48,0.48,2.0,0.8,0.79,0.84,28.12,30.42,41.52
2020,161,16.91,21.04,12.73,374.23,0.96,0.23,0.73,0.07,0.66,1.02,1.73,0.58,1.16,0.8,0.78,0.84,16.7,28.85,41.57
2020,162,21.45,27.51,13.35,391.09,3.8,0.28,0.38,0.2,0.19,2.56,3.21,1.73,1.49,0.8,0.78,0.84,15.42,27.92,41.61
2020,163,20.96,23.96,12.91,375.16,3.19,0.45,0.61,0.27,0.34,3.51,5.22,1.55,3.67,0.8,0.78,0.83,23.69,29.76,41.64
2020,164,13.23,16.4,6.65,333.35,0.65,0.39,0.52,0.28,0.23,3.09,4.41,1.81,2.6,0.79,0.77,0.83,24.65,30.98,41.68
2020,165,10.47,16.52,4.7,323.72,0.32,0.3,0.91,0.17,0.74,1.85,2.27,0.97,1.3,0.79,0.77,0.83,20.49,30.69,41.7
2020,166,13.57,20.03,6.18,301.58,1.34,0.3,0.87,0.12,0.74,1.53,2.09,1.06,1.03,0.79,0.77,0.82,27.54,30.49,41.73
2020,167,16.86,22.87,9.72,299.26,0.22,0.41,1.07,0.05,1.02,1.02,1.84,0.12,1.71,0.78,0.77,0.82,30.17,30.81,41.74
2020,168,19.45,26.26,11.75,312.2,0.02,0.47,1.11,0.05,1.06,1.26,2.42,0.45,1.96,0.77,0.76,0.81,29.99,30.72,41.76
2020,169,19.92,28.57,10.81,327.2,0.0,0.3,1.02,0.04,0.99,1.37,2.26,0.33,1.94,0.77,0.75,0.81,30.85,30.91,41.77
2020,170,22.38,30.82,13.7,336.23,0.0,0.31,1.04,0.05,1.0,1.41,2.3,0.41,1.89,0.76,0.74,0.8,31.11,31.07,41.77
2020,171,22.01,26.55,15.69,361.38,0.16,0.27,0.87,0.07,0.8,1.34,2.36,0.63,1.73,0.76,0.73,0.8,28.97,29.66,41.78
2020,172,23.85,32.4,16.18,370.96,0.57,0.31,0.94,0.05,0.89,1.24,2.14,0.47,1.67,0.75,0.73,0.8,29.7,29.87,41.77
2020,173,23.6,29.46,16.82,382.44,0.03,0.25,0.48,0.08,0.41,1.52,1.88,0.71,1.16,0.74,0.73,0.79,27.63,29.44,41.77
2020,174,23.93,28.73,17.6,384.58,0.55,0.3,0.72,0.05,0.67,1.18,1.62,0.41,1.21,0.74,0.72,0.79,23.87,28.62,41.75
2020,175,23.57,27.62,19.13,399.2,5.08,0.34,0.77,0.14,0.62,1.83,2.61,1.23,1.38,0.76,0.72,0.78,22.03,28.36,41.74
2020,176,19.51,22.04,15.34,384.77,10.48,0.41,0.48,0.31,0.16,3.2,3.95,2.31,1.63,0.79,0.74,0.79,14.13,30.19,41.72
2020,177,18.51,23.48,14.13,361.08,0.02,0.36,0.42,0.23,0.2,2.73,3.6,1.7,1.9,0.74,0.73,0.78,17.77,29.86,41.7
2020,178,19.26,25.06,12.54,363.62,0.14,0.27,0.34,0.17,0.17,1.86,2.52,1.32,1.2,0.74,0.73,0.78,17.38,29.52,41.67
2020,179,19.82,25.12,14.06,388.48,3.03,0.27,0.59,0.15,0.45,1.43,2.3,0.75,1.55,0.75,0.72,0.77,12.17,28.49,41.64
2020,180,21.98,27.92,15.87,384.05,6.35,0.3,0.67,0.09,0.58,1.19,2.02,0.51,1.52,0.77,0.73,0.77,18.62,28.81,41.6
2020,181,20.69,25.58,16.45,373.01,4.35,0.23,0.31,0.14,0.17,1.66,2.16,1.09,1.06,0.77,0.73,0.77,19.47,28.4,41.56
2020,182,20.77,24.68,16.48,387.09,1.01,0.33,0.81,0.14,0.67,1.72,2.3,0.92,1.37,0.75,0.73,0.77,17.35,28.6,41.51
2020,183,23.07,28.12,16.76,381.37,0.38,0.31,0.7,0.1,0.59,1.42,2.16,0.89,1.27,0.73,0.72,0.77,26.13,28.53,41.47
2020,184,24.49,30.48,19.59,409.98,3.53,0.23,0.29,0.17,0.12,1.76,2.27,1.04,1.23,0.74,0.71,0.77,14.73,27.64,41.41
2020,185,23.65,28.0,19.26,384.66,0.94,0.22,0.36,0.14,0.23,1.43,1.85,1.07,0.78,0.73,0.71,0.77,25.55,28.51,41.36
2020,186,21.12,26.07,16.15,345.55,0.21,0.24,0.34,0.18,0.16,1.76,2.3,1.05,1.26,0.72,0.7,0.76,28.3,30.02,41.29
2020,187,21.41,26.96,15.2,364.02,0.5,0.24,0.3,0.16,0.14,1.68,2.38,1.24,1.13,0.71,0.7,0.76,25.81,28.96,41.23
2020,188,21.59,27.33,15.51,346.83,0.01,0.34,0.87,0.08,0.79,1.32,2.27,0.63,1.63,0.7,0.69,0.75,29.85,30.15,41.16
2020,189,23.62,29.85,17.12,376.06,1.93,0.25,0.48,0.12,0.35,1.59,2.16,1.11,1.06,0.7,0.68,0.74,26.78,28.5,41.08
2020,190,25.47,30.2,19.52,390.32,0.29,0.33,0.89,0.12,0.76,1.43,1.8,1.07,0.72,0.7,0.68,0.74,23.98,28.08,41.0
2020,191,27.35,35.2,20.91,383.35,0.11,0.34,0.88,0.07,0.81,1.23,2.07,0.52,1.55,0.69,0.67,0.73,27.46,28.72,40.92
2020,192,26.77,32.55,21.39,399.98,0.55,0.25,0.34,0.12,0.22,1.68,2.25,1.09,1.15,0.68,0.66,0.73,25.23,28.14,40.83
2020,193,23.48,27.94,21.01,414.23,7.58,0.3,0.71,0.05,0.66,1.54,2.45,0.45,1.99,0.71,0.66,0.73,12.21,27.47,40.74
2020,194,22.43,26.93,18.44,392.69,2.05,0.3,0.66,0.2,0.45,1.91,2.75,1.1,1.65,0.7,0.67,0.73,17.42,27.82,40.65
2020,195,21.08,25.91,17.4,380.55,1.32,0.2,0.29,0.14,0.15,1.32,1.7,1.01,0.7,0.7,0.67,0.73,20.68,28.01,40.55
2020,196,21.55,26.86,16.76,376.48,0.42,0.23,0.48,0.16,0.31,1.62,1.92,1.09,0.83,0.69,0.66,0.73,21.59,27.96,40.45
2020,197,20.69,26.04,14.98,358.85,0.23,0.24,0.34,0.15,0.2,1.7,2.12,1.26,0.85,0.67,0.66,0.72,25.98,28.59,40.34
2020,198,21.56,25.82,17.33,396.91,2.17,0.27,0.31,0.22,0.1,2.05,2.57,1.68,0.89,0.68,0.66,0.72,12.44,25.73,40.23
2020,199,23.2,27.91,18.46,383.11,10.4,0.3,0.36,0.21,0.15,2.18,3.08,1.24,1.84,0.73,0.67,0.72,22.65,27.89,40.11
2020,200,24.14,31.69,16.59,384.57,2.57,0.22,0.42,0.04,0.38,1.43,1.98,0.33,1.66,0.69,0.66,0.72,24.57,27.96,40.0
2020,201,25.01,29.66,21.1,411.02,10.76,0.3,0.39,0.19,0.2,2.38,3.05,1.02,2.04,0.73,0.67,0.72,15.64,26.08,39.88
2020,202,22.83,27.15,18.54,393.42,0.77,0.31,0.4,0.25,0.15,2.34,3.32,1.65,1.67,0.7,0.67,0.72,20.04,28.19,39.75
2020,203,19.51,24.51,13.98,357.89,0.78,0.2,0.32,0.12,0.2,1.36,1.8,0.98,0.83,0.69,0.66,0.71,21.76,27.73,39.62
2020,204,20.52,25.01,15.58,380.52,2.26,0.23,0.48,0.13,0.35,1.5,2.0,1.03,0.97,0.68,0.66,0.71,15.43,26.0,39.49
2020,205,20.44,24.6,17.02,398.08,1.18,0.27,0.41,0.16,0.25,1.63,2.43,0.65,1.78,0.69,0.66,0.71,14.54,27.29,39.35
2020,206,22.84,29.15,14.73,350.82,0.14,0.27,0.84,0.03,0.8,0.92,1.62,0.26,1.37,0.67,0.66,0.7,27.82,28.69,39.21
2020,207,23.92,30.12,18.73,360.48,0.0,0.44,0.96,0.05,0.91,1.61,2.13,0.5,1.63,0.66,0.65,0.7,24.86,28.04,39.07
2020,208,24.85,32.33,18.88,410.48,1.19,0.3,0.36,0.22,0.14,2.22,3.51,1.5,2.01,0.65,0.64,0.7,17.99,25.82,38.93
2020,209,25.61,30.21,22.63,420.58,10.48,0.31,0.62,0.17,0.45,2.0,3.29,0.99,2.3,0.71,0.65,0.7,15.85,25.27,38.78
2020,210,23.23,28.51,18.3,371.77,1.42,0.3,0.41,0.23,0.19,2.14,3.05,1.32,1.72,0.67,0.65,0.7,26.77,28.12,38.62
2020,211,22.19,27.28,16.08,382.02,9.34,0.26,0.57,0.09,0.48,1.34,1.91,0.77,1.14,0.7,0.65,0.7,18.89,26.67,38.47
2020,212,20.68,25.92,15.71,365.62,0.93,0.25,0.59,0.1,0.49,1.48,2.05,0.83,1.23,0.69,0.66,0.7,21.64,26.92,38.31
2020,213,21.13,26.76,15.98,359.96,6.69,0.28,0.66,0.12,0.53,1.59,2.22,1.07,1.15,0.7,0.66,0.7,26.1,27.2,38.15
2020,214,23.12,29.69,16.11,365.54,0.0,0.24,0.56,0.02,0.53,0.98,1.92,0.22,1.7,0.67,0.65,0.7,25.78,27.38,37.97
2020,215,21.85,25.49,18.61,397.73,21.6,0.32,0.65,0.18,0.47,1.95,2.5,1.16,1.35,0.77,0.66,0.7,6.33,24.71,37.8
2020,216,20.91,24.99,17.51,376.55,5.24,0.32,0.7,0.14,0.56,2.2,3.48,0.91,2.58,0.73,0.69,0.7,20.45,26.39,37.63
2020,217,18.94,21.23,17.23,383.93,14.59,0.27,0.59,0.2,0.39,1.72,2.17,0.5,1.67,0.77,0.7,0.7,5.45,24.43,37.46
2020,218,19.05,22.83,14.65,368.62,3.8,0.34,0.43,0.27,0.16,2.45,3.66,1.45,2.2,0.74,0.7,0.71,18.28,26.56,37.28
2020,219,18.63,24.1,12.37,330.73,0.38,0.31,0.95,0.12,0.84,1.51,2.09,0.83,1.27,0.71,0.69,0.71,25.99,26.65,37.1
2020,220,20.79,26.61,13.66,333.55,0.37,0.34,0.96,0.02,0.95,0.95,1.87,0.17,1.7,0.7,0.68,0.7,26.72,26.76,36.91
2020,221,22.31,27.37,16.16,350.48,0.02,0.38,0.99,0.03,0.96,1.2,2.25,0.29,1.97,0.69,0.66,0.7,26.04,26.33,36.72
2020,222,20.64,23.14,17.89,399.83,2.53,0.26,0.6,0.02,0.59,1.23,1.93,0.12,1.82,0.69,0.66,0.7,8.56,23.37,36.53
2020,223,23.13,26.74,18.43,401.43,0.57,0.27,0.71,0.1,0.61,1.21,1.92,0.22,1.7,0.68,0.66,0.7,18.99,24.04,36.34
2020,224,24.02,28.58,19.58,398.97,2.71,0.27,0.38,0.15,0.23,2.03,2.92,1.31,1.61,0.69,0.66,0.7,17.43,24.25,36.14
2020,225,22.67,27.74,17.04,354.55,11.0,0.36,0.89,0.14,0.75,1.61,2.18,1.12,1.05,0.73,0.66,0.7,25.82,26.32,35.94
2020,226,22.35,28.4,17.1,361.16,0.57,0.34,0.91,0.09,0.82,1.55,1.94,0.77,1.17,0.69,0.66,0.7,23.9,25.02,35.74
2020,227,20.64,26.59,15.9,339.3,0.17,0.24,0.34,0.12,0.22,1.62,1.83,1.02,0.81,0.67,0.66,0.7,26.01,25.93,35.53
2020,228,21.17,27.69,15.23,338.14,0.1,0.26,0.35,0.19,0.16,1.78,2.27,1.31,0.96,0.66,0.65,0.69,25.72,25.68,35.32
2020,229,21.08,25.82,16.59,366.69,11.04,0.28,0.71,0.18,0.53,1.73,2.32,1.23,1.09,0.68,0.64,0.69,22.07,24.38,35.11
2020,230,19.82,24.53,16.54,373.03,7.71,0.24,0.49,0.16,0.34,1.51,1.96,0.97,0.99,0.74,0.66,0.7,19.26,24.24,34.9
2020,231,17.65,21.92,13.32,341.36,1.21,0.26,0.32,0.16,0.16,1.81,2.64,1.23,1.41,0.7,0.66,0.7,20.78,24.83,34.68
2020,232,16.16,21.32,12.38,330.99,0.1,0.37,0.91,0.2,0.72,1.97,2.77,1.07,1.7,0.68,0.66,0.69,21.26,24.84,34.47
2020,233,17.54,22.18,13.24,361.78,4.03,0.31,0.67,0.08,0.59,1.55,2.6,0.3,2.3,0.69,0.66,0.69,11.55,23.96,34.25
2020,234,19.29,23.31,15.24,372.58,0.96,0.34,0.74,0.17,0.57,1.95,2.45,1.23,1.23,0.68,0.66,0.69,15.37,23.22,34.03
2020,235,20.31,25.08,13.87,347.21,0.5,0.37,0.88,0.02,0.86,1.21,1.83,0.16,1.67,0.67,0.65,0.69,23.51,23.86,33.8
2020,236,21.24,26.42,17.56,391.28,8.42,0.26,0.66,0.09,0.57,1.12,1.65,0.54,1.11,0.72,0.66,0.69,17.18,22.04,33.57
2020,237,22.55,27.06,17.09,398.96,10.45,0.23,0.38,0.13,0.25,1.47,2.12,0.95,1.18,0.73,0.66,0.69,14.78,21.69,33.35
2020,238,19.01,22.51,11.73,364.58,0.8,0.38,0.53,0.24,0.29,3.02,4.48,1.5,2.98,0.7,0.67,0.69,17.89,23.44,33.11
2020,239,13.3,18.64,8.46,297.26,0.23,0.31,0.77,0.21,0.56,2.05,3.2,1.2,2.0,0.68,0.66,0.69,24.02,24.29,32.88
2020,240,14.14,18.21,11.19,347.02,6.54,0.19,0.74,0.03,0.71,0.98,1.42,0.25,1.17,0.72,0.66,0.69,8.67,21.18,32.65
2020,241,16.8,22.83,10.11,336.81,0.13,0.29,0.81,0.12,0.69,1.43,1.95,0.75,1.2,0.69,0.66,0.69,19.44,23.29,32.41
2020,242,15.64,19.9,12.72,365.53,22.32,0.3,0.45,0.13,0.32,2.31,3.67,1.11,2.57,0.79,0.68,0.7,4.39,21.0,32.17
2020,243,14.83,20.08,10.55,332.81,1.98,0.32,0.38,0.23,0.16,2.43,3.28,1.3,1.98,0.73,0.7,0.7,19.06,23.08,31.93
2020,244,15.31,21.25,9.68,308.4,0.01,0.36,0.95,0.05,0.91,1.42,2.31,0.4,1.91,0.7,0.68,0.7,22.51,23.3,31.69
2020,245,18.94,23.51,12.82,385.69,0.27,0.27,0.3,0.2,0.11,2.08,2.79,1.53,1.26,0.7,0.67,0.7,9.41,20.61,31.44
2020,246,21.18,26.07,16.62,397.7,8.28,0.32,0.4,0.27,0.13,2.84,3.62,1.55,2.07,0.73,0.67,0.7,5.72,19.15,31.2
